Title,Price,Depreciation/Yr,Registration Date,Engine Capacity,Mileage/Km,Vehicle Type
Mercedes-Benz GLA-Class GLA180 Urban Edition,"$109,800","$18,710 /yr",14-Dec-2018,"1,595 cc","57,000 km",Hatchback
BMW 5 Series 528i M-Sport (COE till 10/2031),"$126,800","$16,140 /yr",17-May-2012,"1,997 cc","171,000 km",Luxury
Isuzu EXR52ER,"$100,000","$24,930 /yr",28-Dec-2017,"15,681 cc",-,Truck
Lamborghini Gallardo LP560-4 (COE till 03/2029),"$249,800","$47,390 /yr",19-Aug-2009,"5,204 cc","78,400 km",Sports
Kia Stonic Mild Hybrid 1.0A,"$108,800","$13,480 /yr",11-Nov-2021,998 cc,"40,500 km",SUV
Toyota Corolla Altis 1.6A (COE till 12/2029),"$62,800","$10,420 /yr",11-Jan-2010,"1,598 cc","165,000 km",Sedan
Toyota Estima Hybrid 2.4A X Moonroof (COE till 02/2029),"$72,800","$14,040 /yr",09-Jul-2009,"2,362 cc","158,000 km",MPV
BMW 5 Series 530i Luxury,"$122,800","$23,500 /yr",17-Nov-2017,"1,998 cc","110,000 km",Luxury
Suzuki Swift 1.0A Turbo GLX (OPC),"$84,800","$11,030 /yr",18-Dec-2020,998 cc,"34,000 km",Hatchback
Honda Grace Hybrid 1.5A DX,"$100,800","$15,220 /yr",25-Mar-2020,"1,496 cc","39,000 km",Sedan
Daimler DS 420 Limousine,"$79,800",N.A,N.A.,"4,235 cc",-,Luxury
Mercedes-Benz A-Class A200 AMG Line Premium,"$145,800","$18,950 /yr",28-Aug-2020,"1,332 cc","87,600 km",Hatchback
Toyota Harrier Turbo 2.0A G Panoramic Roof,"$110,800","$20,270 /yr",28-May-2018,"1,998 cc","72,000 km",SUV
Toyota Harrier 2.0A Premium Panoramic Roof,"$107,888","$19,880 /yr",14-Jun-2018,"1,986 cc","61,220 km",SUV
Audi Q3 1.4A TFSI S-tronic,"$155,800","$20,120 /yr",14-Dec-2020,"1,395 cc","59,000 km",SUV
Infiniti Q30 Diesel 1.5A T Premium,"$66,888","$14,330 /yr",20-Oct-2017,"1,461 cc","77,000 km",SUV
Mazda 6 2.0A,"$91,888","$15,810 /yr",15-Mar-2019,"1,998 cc","73,000 km",Luxury
BMW 4 Series 420i Gran Coupe M-Sport,"$135,800","$22,290 /yr",22-Oct-2018,"1,998 cc","63,000 km",Luxury
Kia Cerato 1.6A EX (OPC),"$71,800","$13,690 /yr",19-Sep-2018,"1,591 cc","67,000 km",Sedan
Nissan Sylphy 1.6A,"$40,388","$14,440 /yr",19-Mar-2016,"1,598 cc","95,030 km",Sedan
BMW 3 Series 335i Convertible (COE till 08/2030),"$98,888","$14,780 /yr",15-Oct-2010,"2,979 cc","110,000 km",Sports
BMW 5 Series 520d,"$96,888","$21,680 /yr",28-Apr-2017,"1,995 cc",-,Luxury
Mercedes-Benz CLA-Class CLA180 Shooting Brake,"$62,800","$20,090 /yr",18-May-2016,"1,595 cc",-,Stationwagon
Kia Cerato K3 1.6A,"$40,388","$14,380 /yr",18-Apr-2016,"1,591 cc","112,237 km",Sedan
BMW 3 Series 316i Sport (COE till 09/2033),"$130,800","$13,380 /yr",30-Sep-2013,"1,598 cc","127,000 km",Luxury
Land Rover Discovery 2.0A Si4 HSE 7-Seater Sunroof,"$235,800","$29,330 /yr",30-Mar-2020,"1,997 cc","61,500 km",SUV
Honda Jazz 1.5A RS,"$36,988","$16,510 /yr",26-Nov-2015,"1,498 cc","87,200 km",Hatchback
Jeep Wrangler Unlimited Rubicon 2.0A,"$268,800","$28,230 /yr",23-Jun-2022,"1,995 cc","10,500 km",SUV
Toyota Raize 1.2A G,"$139,800","$14,420 /yr",30-Jun-2023,"1,196 cc","7,000 km",SUV
Honda Civic 1.6A VTi,"$106,555","$15,550 /yr",11-Mar-2020,"1,597 cc","47,460 km",Sedan
Audi Q2 1.0A TFSI S-tronic,"$81,800","$18,210 /yr",12-Dec-2017,999 cc,"71,324 km",SUV
Honda HR-V 1.5A DX,"$53,300","$16,090 /yr",14-Oct-2016,"1,496 cc","103,000 km",SUV
Nissan X-Trail 2.0A Premium 7-Seater Sunroof,"$43,388","$15,940 /yr",31-Dec-2015,"1,997 cc","76,000 km",SUV
BMW 5 Series 520i,"$179,800","$22,170 /yr",28-Jul-2020,"1,998 cc","49,999 km",Luxury
Toyota Corolla Axio 1.5A X (COE till 12/2028),"$54,800","$10,980 /yr",20-Dec-2008,"1,496 cc","163,000 km",Sedan
Nissan Note 1.2A,"$56,800","$11,600 /yr",28-Aug-2018,"1,198 cc","56,600 km",Hatchback
Mazda 3 1.5A Sunroof,"$35,388","$14,630 /yr",18-Jan-2016,"1,496 cc","126,000 km",Sedan
Porsche Taycan Electric,"$515,800","$50,290 /yr",30-Dec-2022,-,"2,000 km",Sports
Ssangyong Tivoli Diesel 1.6A Standard,"$97,800","$11,540 /yr",06-Aug-2021,"1,597 cc","55,900 km",SUV
Porsche Panamera 3.6A PDK (COE till 09/2030),"$128,788","$19,020 /yr",14-Feb-2011,"3,605 cc","150,000 km",Sports
Porsche Macan 2.0A PDK,"$151,800","$33,480 /yr",21-Mar-2017,"1,984 cc","118,000 km",SUV
Volvo XC60 T6 R-Design Panoramic Roof,"$176,800","$26,330 /yr",31-Jul-2019,"1,969 cc","32,334 km",SUV
BMW 5 Series 520i Mild Hybrid,"$202,788","$24,340 /yr",20-Jan-2021,"1,998 cc","60,000 km",Luxury
Kia Cerato Forte Koup 2.0A SX Sunroof (COE till 01/2030),"$70,800","$11,650 /yr",20-Jan-2010,"1,998 cc",-,Sports
Toyota Corolla Altis 1.6A Elegance,"$60,800","$15,080 /yr",08-May-2017,"1,598 cc","131,760 km",Sedan
Kia Stinger 2.0A Sunroof,"$232,000","$23,610 /yr",28-Nov-2022,"1,998 cc","16,000 km",Luxury
Nissan Note 1.2A,"$64,800","$12,220 /yr",28-Jan-2019,"1,198 cc","88,902 km",Hatchback
Volkswagen Polo GP 1.2A TSI,"$21,800","$13,630 /yr",25-May-2015,"1,197 cc","131,700 km",Hatchback
Honda Vezel Hybrid 1.5A X,"$47,000","$14,660 /yr",06-Jan-2017,"1,496 cc","120,000 km",SUV
Mercedes-Benz Citan 109 CDI Van Extra-Long 2 Seaters,"$42,500","$10,170 /yr",28-Feb-2018,"1,461 cc","121,000 km",Van
Kia Cerato K3 1.6A EX (OPC),"$36,800","$13,280 /yr",16-Mar-2016,"1,591 cc","59,000 km",Sedan
Mercedes-Benz C-Class C180 Avantgarde,"$100,800","$20,310 /yr",09-Nov-2017,"1,595 cc","76,388 km",Luxury
Mercedes-Benz S-Class S350L (COE till 04/2029),"$73,800","$13,790 /yr",11-Jun-2009,"3,498 cc","121,000 km",Luxury
Mazda 3 HB 1.5A Deluxe Sunroof,"$44,800","$16,120 /yr",28-Apr-2016,"1,496 cc","119,000 km",Hatchback
Volvo V40 T2,"$47,500","$14,280 /yr",22-Aug-2016,"1,498 cc","83,000 km",Hatchback
Suzuki SJ41 (COE till 04/2031),"$65,800","$9,010 /yr",27-Nov-1985,970 cc,-,SUV
Honda Shuttle 1.5A G,"$44,800","$15,360 /yr",24-Aug-2016,"1,496 cc","88,000 km",Stationwagon
MINI Cooper 1.5A 3DR,"$76,800","$18,040 /yr",03-Oct-2017,"1,499 cc","84,000 km",Hatchback
Honda Jazz 1.3A,"$75,555","$13,520 /yr",09-May-2019,"1,318 cc","42,340 km",Hatchback
Mazda 2 HB 1.5A,"$28,800","$13,730 /yr",23-Nov-2015,"1,496 cc","124,531 km",Hatchback
Peugeot 308 SW 1.2A PureTech Allure Glass Roof,"$49,800","$13,620 /yr",23-Mar-2017,"1,199 cc","123,531 km",Stationwagon
Infiniti Q50 2.0A T,"$59,800","$15,820 /yr",30-Aug-2016,"1,991 cc","121,931 km",Luxury
Honda Civic 1.5A VTEC Turbo Sunroof,"$62,800","$18,520 /yr",26-Sep-2016,"1,498 cc","107,339 km",Sedan
Mercedes-Benz E-Class E200 Edition E Sunroof,"$82,300","$21,650 /yr",07-Apr-2016,"1,991 cc","119,410 km",Luxury
Honda Civic Type-R 2.0M (COE till 04/2028),"$118,800","$27,290 /yr",01-Jul-2008,"1,998 cc",-,Sports
Volkswagen Golf 1.4A TSI Sunroof (COE till 04/2029),"$69,800","$13,040 /yr",12-Feb-2010,"1,390 cc","144,033 km",Hatchback
Volkswagen Golf GTI 5DR,"$35,800",N.A,31-Mar-2014,"1,984 cc",-,Sports
Audi TTS Coupe 2.0A TFSI Quattro S-tronic (COE till 04/2029),"$95,800","$17,900 /yr",14-Aug-2009,"1,984 cc","150,700 km",Sports
Hyundai Avante 1.6A GLS,"$79,300","$13,040 /yr",30-Jul-2019,"1,591 cc","68,000 km",Sedan
Subaru XV 2.0i-S EyeSight,"$87,800","$15,670 /yr",26-Feb-2019,"1,995 cc","78,108 km",SUV
MINI One 1.6A (COE till 07/2031),"$73,800","$9,720 /yr",27-Jul-2011,"1,598 cc","77,931 km",Hatchback
Audi A3 Sedan 1.0A TFSI S-tronic,"$103,800","$16,520 /yr",26-Jul-2019,999 cc,"65,987 km",Luxury
BMW 2 Series 216i Gran Coupe Sport,"$156,888","$16,660 /yr",02-Sep-2022,"1,499 cc","22,000 km",Luxury
Volkswagen Tiguan 1.4A TSI Comfortline EQP Panoramic Roof,"$104,800","$19,100 /yr",17-Jul-2018,"1,395 cc","61,261 km",SUV
Audi A3 Sportback 1.0A TFSI S-tronic,"$99,800","$17,370 /yr",31-Jan-2019,999 cc,"32,688 km",Hatchback
Mercedes-Benz CLA-Class CLA200 AMG Line,"$30,999",N.A,29-May-2014,"1,595 cc","77,777 km",Luxury
BMW 3 Series 318i M-Sport,"$92,800","$20,180 /yr",27-Sep-2017,"1,499 cc","82,000 km",Luxury
Mercedes-Benz 350SL (COE till 04/2033),"$107,000","$11,440 /yr",13-Apr-1972,"3,499 cc","274,388 km",Sports
Mercedes-Benz C-Class C200 Avantgarde,"$38,800","$24,700 /yr",07-Nov-2014,"1,991 cc","150,000 km",Luxury
Mercedes-Benz S-Class S400L,"$111,800","$37,220 /yr",06-Jan-2015,"2,996 cc",171 km,Luxury
Honda Shuttle 1.5A G Honda Sensing,"$127,800","$13,960 /yr",13-Dec-2022,"1,496 cc","16,800 km",Stationwagon
BMW 7 Series 730i M-Sport Sunroof,"$136,800","$29,130 /yr",17-Nov-2016,"1,998 cc","89,280 km",Luxury
Hyundai Avante 1.6A (OPC),"$103,800","$14,500 /yr",16-Dec-2020,"1,598 cc","42,300 km",Sedan
Kia Cerato K3 1.6A SX,"$45,800","$13,610 /yr",22-Sep-2016,"1,591 cc","85,000 km",Sedan
Mercedes-Benz A-Class A180 Sport Premium,"$118,388","$18,150 /yr",29-Jul-2019,"1,332 cc","89,200 km",Hatchback
Volkswagen Tiguan 1.4A TSI Comfortline EQP Panoramic Roof,"$81,888","$17,470 /yr",31-Aug-2017,"1,395 cc","115,848 km",SUV
Mazda 5 2.0A Sunroof,"$47,800","$16,190 /yr",29-Apr-2016,"1,998 cc","120,000 km",MPV
Subaru Forester 2.0i-L Sunroof,"$80,800","$16,570 /yr",12-Jun-2018,"1,995 cc","66,000 km",SUV
Mazda 5 2.0A SP Sunroof (OPC),"$37,800","$17,340 /yr",27-Aug-2015,"1,998 cc","56,200 km",MPV
BMW 4 Series 430i Convertible M-Sport,"$153,800","$26,790 /yr",12-Apr-2018,"1,998 cc","107,898 km",Sports
Toyota Alphard 3.5A S C-Package Moonroof,"$180,888","$31,090 /yr",11-Sep-2018,"3,456 cc","96,911 km",MPV
Porsche Macan 2.0A (New 10-yr COE),"$245,800","$24,560 /yr",27-Mar-2015,"1,984 cc","95,500 km",SUV
Toyota Corolla Altis 1.6A Standard,"$119,000","$13,920 /yr",29-Oct-2021,"1,598 cc","25,000 km",Sedan
Mercedes-Benz E-Class E200 CGI (COE till 09/2030),"$89,000","$13,140 /yr",15-Oct-2010,"1,796 cc",-,Luxury
Audi A4 Avant 2.0A TFSI S-tronic,"$132,000","$20,750 /yr",26-Apr-2019,"1,984 cc","85,619 km",Stationwagon
BMW i3 Electric Range Extender,"$79,800","$17,890 /yr",31-Aug-2017,647 cc,"75,621 km",Hatchback
Opel Grandland X 1.2A Turbo Innovation Premium,"$115,800","$14,460 /yr",22-Jul-2021,"1,199 cc","35,907 km",SUV
Subaru Forester 2.0i-L Sunroof,"$54,800","$15,500 /yr",30-Dec-2016,"1,995 cc","69,807 km",SUV
Mercedes-Benz CLA-Class CLA180 Urban,"$83,800","$19,200 /yr",30-Aug-2017,"1,595 cc","96,778 km",Luxury
Citroen C4 Picasso Diesel 1.6A BlueHDi,"$44,000","$13,500 /yr",23-Nov-2016,"1,560 cc","106,121 km",Hatchback
Toyota Raize 1.0A XS,"$98,800","$13,520 /yr",19-Oct-2020,996 cc,"51,290 km",SUV
Jeep Compass Limited 1.4A,"$103,800","$15,420 /yr",18-Jun-2019,"1,368 cc","46,000 km",SUV
Mercedes-Benz C-Class C180K (COE till 10/2031),"$96,800","$12,380 /yr",19-Oct-2011,"1,597 cc","177,736 km",Luxury
Mazda 2 HB 1.5A Deluxe,"$42,800","$13,450 /yr",23-Nov-2016,"1,496 cc","105,000 km",Hatchback
Citroen C3 Aircross 1.2A PureTech Feel,"$76,800","$13,160 /yr",08-Mar-2019,"1,199 cc",-,SUV
Mercedes-Benz GLB-Class GLB35 AMG 4MATIC 7-Seater,"$247,800","$27,430 /yr",29-Dec-2021,"1,991 cc","51,809 km",SUV
Mazda 5 2.0A Sunroof (OPC),"$61,800","$14,190 /yr",19-Sep-2017,"1,998 cc","68,194 km",MPV
Mercedes-Benz A-Class A200 Style,"$72,800","$17,500 /yr",30-Jun-2017,"1,595 cc","109,000 km",Hatchback
BMW 4 Series 420i Coupe Sunroof,"$126,800","$21,490 /yr",26-Jul-2018,"1,998 cc","50,000 km",Sports
Mazda 6 Wagon 2.5A Sunroof,"$104,888","$17,910 /yr",22-Jan-2019,"2,488 cc","45,888 km",Stationwagon
BMW 7 Series 740Li Luxury Sunroof,"$179,800","$29,750 /yr",29-Sep-2017,"2,998 cc","119,986 km",Luxury
Toyota Prius Plus Hybrid 1.8A,"$100,800","$18,030 /yr",26-Nov-2018,"1,798 cc","89,480 km",MPV
Hyundai Elantra 1.6A GLS S,"$63,800","$13,310 /yr",03-May-2018,"1,591 cc","95,000 km",Sedan
Subaru Impreza WRX 5D 2.5M STI (COE till 10/2029),"$104,800","$17,890 /yr",07-Nov-2009,"2,457 cc",-,Sports
Citroen C4 Picasso Diesel 1.6A BlueHDi,"$41,800","$16,890 /yr",25-Feb-2016,"1,560 cc","158,000 km",Hatchback
Volkswagen Golf 1.2A TSI,"$57,800","$13,970 /yr",29-Nov-2017,"1,197 cc","83,603 km",Hatchback
Kia Cerato 1.6A EX,"$98,800","$13,210 /yr",30-Nov-2020,"1,591 cc","45,442 km",Sedan
Mazda Biante 2.0A,"$48,800","$23,140 /yr",07-Sep-2015,"1,998 cc","117,500 km",MPV
Mercedes-Benz EQC Electric EQC400 AMG Line 4MATIC,"$349,800","$35,530 /yr",30-Sep-2022,-,"9,007 km",SUV
Volkswagen Polo 1.0A TSI Comfortline Beats,"$84,800","$12,570 /yr",30-Oct-2019,999 cc,"44,000 km",Hatchback
Honda Fit 1.3A,"$102,800","$12,820 /yr",19-Oct-2021,"1,317 cc",-,Hatchback
Honda Fit 1.3A,"$102,800","$12,880 /yr",07-Oct-2021,"1,317 cc","23,000 km",Hatchback
Toyota C-HR 1.2A Turbo Active,"$79,800","$14,940 /yr",21-May-2018,"1,197 cc","53,100 km",SUV
Chevrolet Orlando 1.4A Turbo,"$45,800","$14,620 /yr",26-Jul-2016,"1,362 cc","100,700 km",MPV
Nissan Qashqai 1.2A DIG-T Premium,"$40,800","$14,210 /yr",18-May-2016,"1,197 cc","116,805 km",SUV
Porsche Macan 2.0A PDK,"$365,800","$36,040 /yr",20-Dec-2022,"1,984 cc","13,000 km",SUV
Honda Fit 1.3A,"$105,800","$12,440 /yr",13-Apr-2022,"1,317 cc","26,500 km",Hatchback
Audi R8 Spyder 4.2A FSI Quattro S-tronic,"$219,999","$118,720 /yr",28-Nov-2014,"4,163 cc","27,277 km",Sports
Hino FY1EUMA,"$115,888","$48,620 /yr",13-May-2016,"12,913 cc",-,Truck
Mercedes-Benz C-Class C180 Avantgarde,"$54,800","$22,410 /yr",12-Aug-2015,"1,595 cc","117,000 km",Luxury
Nissan Elgrand 2.5A Highway Star,"$72,000","$31,740 /yr",23-Jul-2015,"2,488 cc",-,MPV
Porsche 911 Carrera Coupe 3.0A PDK (COE till 04/2033),"$600,000","$64,200 /yr",27-Apr-2023,"2,981 cc","9,000 km",Sports
Mercedes-Benz C-Class C250 CGI Estate	 (COE till 10/2033),"$165,800","$16,920 /yr",10-Oct-2013,"1,796 cc","89,800 km",Luxury
Toyota Crown Athlete 2.5A (COE till 08/2028),"$118,888","$25,740 /yr",06-Aug-2008,"2,499 cc","138,888 km",Luxury
Toyota Harrier 2.0A Premium Panoramic Roof,"$80,800","$19,110 /yr",17-Apr-2017,"1,986 cc","82,583 km",SUV
Mercedes-Benz E-Class E200 CGI (COE till 04/2026),"$43,800","$19,080 /yr",11-Apr-2011,"1,796 cc","83,500 km",Luxury
Toyota Prius Plus Hybrid 1.8A,"$96,800","$17,480 /yr",30-Oct-2018,"1,798 cc",-,MPV
Toyota Alphard 2.5A S C-Package Moonroof,"$260,800","$29,760 /yr",02-Aug-2021,"2,493 cc",-,MPV
Opel Mokka X Diesel 1.6A,"$77,810","$15,220 /yr",19-Apr-2018,"1,598 cc",-,SUV
Volkswagen Tiguan 1.4A TSI Comfortline EQP Panoramic Roof,"$90,800","$18,060 /yr",15-Jan-2018,"1,395 cc","70,000 km",SUV
Audi A4 1.8A TFSI MU (COE till 11/2030),"$85,800","$12,360 /yr",07-Dec-2010,"1,798 cc",-,Luxury
Toyota Harrier 2.0A Premium Panoramic Roof,"$53,800","$18,930 /yr",26-Jan-2016,"1,986 cc","130,000 km",SUV
Honda Vezel 1.5A X,"$87,800","$14,400 /yr",01-Aug-2019,"1,496 cc",-,SUV
Toyota Voxy Hybrid 1.8A V,"$147,800","$22,350 /yr",07-Nov-2019,"1,797 cc",-,MPV
Mercedes-Benz A-Class A180 Style,"$54,800","$17,880 /yr",01-Jul-2016,"1,595 cc","107,767 km",Hatchback
Maserati Ghibli S 3.0A,"$189,800","$36,460 /yr",21-Feb-2017,"2,979 cc","93,077 km",Luxury
Volkswagen Jetta 1.4A TSI Trendline,"$32,800","$13,000 /yr",30-Oct-2015,"1,390 cc","120,000 km",Sedan
Nissan NV200 1.6A DX,"$52,800","$10,500 /yr",03-Jan-2019,"1,597 cc","98,000 km",Van
Porsche Panamera 3.6A PDK (COE till 04/2031),"$140,800","$19,150 /yr",07-Oct-2011,"3,605 cc","172,000 km",Sports
BMW 5 Series 520i Sportline,"$159,800","$21,170 /yr",26-Dec-2019,"1,998 cc",-,Luxury
Mercedes-Benz E-Class E200 Coupe,"$167,800","$26,310 /yr",11-Oct-2018,"1,991 cc","65,000 km",Sports
MINI Cooper 1.5A,"$57,800","$20,000 /yr",23-Jun-2016,"1,499 cc","98,858 km",Hatchback
Toyota Sienta 1.5A Standard,"$105,800","$14,360 /yr",24-Sep-2020,"1,496 cc","54,479 km",MPV
Hyundai Accent 1.4A,"$69,800","$11,940 /yr",11-Jun-2019,"1,368 cc","35,000 km",Sedan
Honda Fit 1.3A,"$102,800","$12,820 /yr",19-Oct-2021,"1,317 cc",-,Hatchback
Honda Fit 1.3A,"$102,800","$12,780 /yr",29-Oct-2021,"1,317 cc","27,000 km",Hatchback
Honda Fit 1.3A,"$102,800","$12,780 /yr",29-Oct-2021,"1,317 cc","28,000 km",Hatchback
Honda Fit 1.3A,"$102,800","$12,780 /yr",29-Oct-2021,"1,317 cc","23,000 km",Hatchback
Honda Fit 1.3A,"$102,800","$12,880 /yr",07-Oct-2021,"1,317 cc","29,000 km",Hatchback
Honda Fit 1.3A,"$102,800","$12,820 /yr",19-Oct-2021,"1,317 cc","32,000 km",Hatchback
Subaru Forester 2.0i-L Sport Sunroof,"$75,800","$14,690 /yr",03-Sep-2018,"1,995 cc",-,SUV
BMW 3 Series 320i (COE till 04/2029),"$65,800","$12,350 /yr",21-Apr-2009,"1,995 cc",-,Luxury
Porsche Panamera Turbo 4.8A PDK (COE till 12/2029),"$153,800","$25,530 /yr",08-Jan-2010,"4,806 cc","100,500 km",Sports
Mitsubishi Outlander 2.4A Sunroof,"$61,800","$15,680 /yr",21-Feb-2017,"2,360 cc","140,000 km",SUV
Toyota Alphard Hybrid 2.5A X Moonroof,"$258,800","$29,600 /yr",07-Sep-2021,"2,493 cc",-,MPV
Toyota Harrier 2.0A Elegance Panoramic Roof,"$56,800","$17,500 /yr",01-Jun-2016,"1,986 cc","87,000 km",SUV
Porsche Cayenne 3.6A Tip (COE till 03/2030),"$105,800","$16,980 /yr",17-Mar-2010,"3,598 cc","144,000 km",SUV
Audi A6 2.0A TFSI MU (COE till 09/2030),"$76,800","$11,400 /yr",17-Sep-2010,"1,984 cc",-,Luxury
Ford Focus Wagon 1.0A GTDI Titanium,"$54,800","$12,620 /yr",29-Sep-2017,999 cc,"81,000 km",Sedan
Honda Fit 1.3A,"$102,800","$12,880 /yr",07-Oct-2021,"1,317 cc","29,000 km",Hatchback
Porsche Macan 2.0A PDK,"$177,800","$33,570 /yr",28-Dec-2017,"1,984 cc","125,000 km",SUV
Subaru Legacy Wagon 2.5A GT Sunroof (COE till 02/2029),"$72,800","$14,050 /yr",27-Feb-2009,"2,457 cc","147,500 km",Stationwagon
Volvo V40 Diesel D2,"$24,800","$14,140 /yr",18-May-2015,"1,560 cc","118,000 km",Hatchback
Opel Crossland 1.2A X Turbo Innovation,"$74,800","$11,120 /yr",07-Aug-2019,"1,199 cc","72,000 km",SUV
Lexus CT Hybrid CT200h (COE till 11/2031),"$134,800","$16,980 /yr",06-Mar-2012,"1,798 cc",-,Hatchback
BMW X5 xDrive40i 7-Seater,"$259,800","$34,840 /yr",30-Sep-2019,"2,998 cc","20,000 km",SUV
Honda Fit Hybrid 1.5A,"$72,800","$14,570 /yr",11-Sep-2018,"1,496 cc","58,000 km",Hatchback
BYD T3 Electric,"$97,800","$11,830 /yr",30-Mar-2022,-,"48,253 km",Van
Opel Insignia Grandsport Diesel 1.6A Turbo,"$70,800","$11,850 /yr",27-Sep-2018,"1,598 cc",-,Luxury
Toyota Corolla Altis 1.6A Classic,"$38,688","$14,900 /yr",28-Dec-2015,"1,598 cc","98,000 km",Sedan
Honda Vezel 1.5A X,"$111,800","$13,820 /yr",30-Sep-2021,"1,496 cc","19,000 km",SUV
Mercedes-Benz C-Class C180K (COE till 04/2031),"$90,800","$12,350 /yr",05-May-2011,"1,597 cc",-,Luxury
Polestar 2 Long Range Single Motor,"$205,000","$24,880 /yr",09-Dec-2021,-,"33,000 km",Luxury
Honda Civic 1.6A VTi,"$82,800","$16,810 /yr",26-Apr-2018,"1,597 cc","76,500 km",Sedan
BMW 7 Series 730Li Sunroof,"$195,800","$26,610 /yr",03-Jan-2019,"1,998 cc","104,842 km",Luxury
Honda Freed Hybrid 1.5A G 7-Seater,"$106,777","$18,720 /yr",08-Mar-2019,"1,496 cc","62,000 km",MPV
Volkswagen Scirocco 1.4A TSI (COE till 11/2030),"$84,888","$12,230 /yr",06-Jan-2011,"1,390 cc","199,850 km",Sports
Lotus Emira 3.5M,"$588,500","$50,740 /yr",10-May-2023,"3,456 cc","5,000 km",Sports
Toyota Sienta 1.5A X,"$54,800","$20,790 /yr",31-May-2016,"1,496 cc","84,000 km",MPV
Toyota Vios 1.5A E,"$68,000","$14,050 /yr",30-Apr-2018,"1,496 cc","72,358 km",Sedan
Audi R8 GT 5.2A FSI Quattro R-tronic (COE till 03/2032),"$318,800","$38,570 /yr",29-Mar-2012,"5,204 cc","31,000 km",Sports
Toyota Sienta Hybrid 1.5A G,"$82,000","$16,230 /yr",11-Apr-2018,"1,496 cc",-,MPV
Citroen Grand C4 Picasso Diesel 1.6A BlueHDi,"$40,800","$17,490 /yr",25-Nov-2015,"1,560 cc","178,500 km",MPV
Honda Civic 1.6A VTi,"$65,800","$16,300 /yr",15-May-2017,"1,597 cc","125,000 km",Sedan
Isuzu NNR85U,"$21,800","$25,590 /yr",31-Oct-2014,"2,999 cc","165,396 km",Truck
BMW X3 sDrive20i,"$128,500","$23,410 /yr",25-May-2018,"1,998 cc","83,598 km",SUV
BMW i8,"$196,888","$94,410 /yr",10-Feb-2015,"1,499 cc","32,088 km",Sports
BMW 7 Series 740Li Sunroof (COE till 11/2030),"$120,000","$17,300 /yr",30-Nov-2010,"2,979 cc",-,Luxury
Land Rover Range Rover Velar 2.0A Si4 R-Dynamic HSE Sunroof,"$236,800","$29,670 /yr",24-Feb-2020,"1,997 cc","31,000 km",SUV
BMW 3 Series 318i Luxury,"$110,888","$18,850 /yr",29-Oct-2018,"1,499 cc","84,000 km",Luxury
Audi A7 Sportback 2.8A FSI Quattro (COE till 08/2030),"$96,000","$14,350 /yr",29-Jun-2011,"2,773 cc",-,Luxury
Ferrari 458 Speciale,"$870,000","$686,330 /yr",13-Nov-2014,"4,497 cc","43,600 km",Sports
Lexus ES250 Luxury Sunroof,"$70,800","$23,610 /yr",08-Dec-2015,"2,494 cc","87,000 km",Luxury
Honda Civic Type-R 2.0M (COE till 07/2028),"$109,800","$23,940 /yr",25-Jul-2008,"1,998 cc",-,Sports
Honda Civic Type-R 2.0M (COE till 11/2027),"$86,700","$22,020 /yr",14-Dec-2007,"1,998 cc","276,000 km",Sports
BMW 3 Series 318Ci Coupe (COE till 04/2029),"$76,800","$14,350 /yr",10-Nov-2000,"1,895 cc","149,000 km",Sports
Kia Stonic 1.0T,"$110,800","$13,810 /yr",27-Oct-2021,998 cc,"26,000 km",SUV
Volkswagen Golf GTI 5DR Sunroof (COE till 02/2027),"$42,888","$13,740 /yr",06-Feb-2007,"1,984 cc","186,240 km",Sports
Toyota Sienta 1.5A G,"$95,800","$15,210 /yr",14-Oct-2019,"1,496 cc","80,700 km",MPV
BMW 3 Series 325i Convertible (COE till 05/2027),"$55,800","$16,240 /yr",02-Jun-2007,"2,497 cc","113,000 km",Sports
Honda Civic 1.5A VTEC Turbo Sunroof,"$69,800","$19,470 /yr",05-Dec-2016,"1,498 cc","130,000 km",Sedan
Mercedes-Benz E-Class E200,"$63,800","$19,470 /yr",28-Mar-2016,"1,991 cc",-,Luxury
BMW 7 Series 730i (COE till 04/2029),"$118,800","$22,190 /yr",12-Dec-1992,"2,997 cc","286,186 km",Luxury
Honda Shuttle Hybrid 1.5A,"$107,800","$15,140 /yr",16-Sep-2020,"1,496 cc",-,Stationwagon
BMW M3 Coupe (New 10-yr COE),"$328,000","$32,770 /yr",01-Jul-1994,"2,990 cc","100,000 km",Sports
Porsche Panamera 4 3.6A PDK (COE till 01/2031),"$136,800","$19,240 /yr",17-Mar-2011,"3,605 cc","125,000 km",Sports
Toyota Hiace 2.8A DX,"$90,800","$13,250 /yr",30-Oct-2020,"2,754 cc","58,000 km",Van
Toyota Alphard Hybrid 2.5A SR C-Package Moonroof,"$328,800","$32,280 /yr",09-Feb-2023,"2,493 cc","1,800 km",MPV
Mazda MX-5 1.6M (COE till 05/2029),"$98,888","$18,180 /yr",07-Apr-1992,"1,598 cc",-,Sports
Volvo XC90 T5 Momentum,"$103,800","$28,870 /yr",26-Apr-2016,"1,969 cc","127,900 km",SUV
Toyota Alphard Hybrid 2.5A X Moonroof,"$259,833","$29,820 /yr",27-Aug-2021,"2,493 cc","20,500 km",MPV
Toyota Dyna 150 3.0M,"$67,800","$15,500 /yr",09-May-2018,"2,982 cc","202,000 km",Truck
